tailNode	headNode	capacity	length	fft	UE_travelTime	UE_flow
17252	10118	5880.0	0.3	1.2	1.4422633810829604	3717.8774847123195
5003	5006	1300.0	4.13	4.13	4.130166860653741	202.33094211395715
5007	5008	1650.0	1.23	2.30625	5.572524272277409	1610.1102940405228
5009	10122	1570.0	0.54	2.16	2.1639820486182706	154.8680931108346
5011	5001	1300.0	1.47	1.47	1.470003391098902	118.41739799654064
5012	8725	1570.0	2.17	2.604	2.6142684370152054	195.1326314606332
5014	5015	1570.0	1.55	1.8599999999999999	1.8600409507358688	40.317411151269425
5016	5014	1570.0	6.69	8.028	8.028000000000011	0.031078910259189328
5018	5019	5670.0	1.861166	1.0737496153846156	1.0824528377421831	2146.8580212627803
5020	10146	860.0	0.29	0.54375	0.5443768143937749	130.9259996940948
5022	5023	8300.0	1.197082	0.6906242307692307	1.0785492852862906	7554.753012698957
5024	5025	770.0	0.55	1.03125	1.7178762306354871	616.9574911228943
5026	5027	5670.0	0.586561	0.3384005769230769	0.35171575294483326	2977.1000076489177
5028	5027	2070.0	0.500668	0.625835	0.6279657818838675	627.9110988550241
5029	5028	5240.0	0.26	0.26	0.2611156058201743	1952.3448101482022
5021	5024	1570.0	0.4	0.75	2.353540691959076	1706.0294464680476
5030	5031	910.0	0.48	0.7024390243902439	0.7044356365117103	164.12950422702977
5032	5033	8300.0	1.89709	1.094475	1.1336123051243614	4272.617864189318
5030	5034	770.0	0.5	0.9375	0.9375	0.0
5038	5025	3920.0	0.41	0.41	0.42717658128389346	2237.0542149886332
5039	10145	910.0	0.64	0.9365853658536585	0.9423206384294303	202.16987601580513
5042	10147	1570.0	12.46	14.952	14.952	0.0
5006	5043	1300.0	6.14	6.14	6.140248068865368	202.33094211395715
5043	7223	1300.0	3.73	3.73	3.7300086046251053	118.41739799654064
5044	16696	3870.0	0.229508	0.13240846153846153	0.13279425082755011	1185.7103561596139
5046	5047	1570.0	6.92	8.304	8.304035086487412	24.41130813158271
5039	10144	770.0	0.51	0.95625	0.9691568191324265	222.88193401997222
5049	5046	770.0	1.25	1.8292682926829267	1.8292713167089718	18.361626984077482
5050	16693	3870.0	0.181224	0.1045523076923077	0.10600402613941796	1637.9782642152327
5053	10160	1570.0	4.46	5.352	5.352	0.0
5054	15950	1570.0	3.23	3.8760000000000003	3.88444227566833	162.92022709778962
5055	5056	1950.0	0.43	0.6292682926829268	0.6302023168035428	294.8117316572045
5057	5058	910.0	0.53	0.775609756097561	0.77561053483047	18.95150016783776
5059	15938	1950.0	0.13	0.1902439024390244	0.19043024399728495	263.33879312512795
5061	5062	910.0	0.39	0.5707317073170731	0.6161680836531005	405.75895580541464
5063	16684	8300.0	3.044577	1.7564867307692307	2.848895502781072	7715.678963660965
5065	5066	4000.0	0.593473	0.6847765384615385	1.098503018474014	3759.3463386761528
5195	13980	1650.0	0.13	0.24375000000000002	0.3100658177916428	1046.4967974790309
5068	5171	4000.0	0.481766	0.5558838461538462	0.7597844162132389	3398.0038335458644
5070	5071	1570.0	8.52	10.224	10.224012103037351	16.58188519645825
5072	15952	910.0	1.09	1.5951219512195123	1.9657932816031547	542.7780595269826
5062	15939	770.0	0.23	0.33658536585365856	0.3369163731676015	104.09849618707142
5074	5075	1450.0	2.35	2.82	2.884842063756095	517.3456285111001
5074	17124	910.0	0.81	1.1853658536585365	1.2447767935657492	357.83945996382425
5077	10110	1570.0	0.92	1.104	1.2053160736230146	507.907453751814
5079	10380	3920.0	0.72	0.864	0.8750872124914862	1199.4530565730556
5081	13954	1570.0	0.35	0.41999999999999993	0.41999999999999993	0.0
5083	5084	1570.0	9.97	11.964000000000002	11.964103970020327	30.393610288727498
5085	16681	8300.0	3.229111	1.862948653846154	3.789766161457332	8572.100319185316
5056	5087	910.0	0.48	0.7024390243902439	0.7047151292748594	170.07490855943178
5088	15964	1450.0	2.8	3.3599999999999994	6.633600995199645	1387.8149566941543
5090	13977	1300.0	0.66	0.9658536585365853	1.6596323015450494	1053.5103396484428
5081	13953	1570.0	0.33	0.396	0.39612469613965423	90.50671469519756
5092	13982	2490.0	0.23	0.43125	0.9949415694492403	2379.433973339547
5156	15628	2940.0	0.15	0.18	0.18618751231101452	1166.1565586673078
5096	34832	2950.0	0.17	0.20400000000000001	0.2803268466343281	2194.3795191899226
5094	7642	1570.0	1.61	1.932	2.6297027846936123	770.2322266883093
5068	5100	8300.0	0.703132	0.4056530769230769	0.4411566492890004	5142.077331220037
5101	5066	8300.0	0.875246	0.5049496153846154	0.5315115977649467	4627.8896227804635
5093	34844	1950.0	0.08	0.11707317073170731	0.12344223064369159	784.0638677913607
5104	10104	1450.0	0.88	1.056	1.4715733947876057	1093.0387322539364
5106	10105	1450.0	0.69	0.828	0.842586030541279	482.2882750984618
5059	15937	910.0	0.21	0.3073170731707317	0.31285616871452526	271.05308878037
5108	5109	910.0	0.36	0.5268292682926828	0.5268292682928698	0.3352337022743551
5133	5110	1000.0	1.119447	1.178365263157895	1.1989227068699173	306.4171736783899
5111	5112	8300.0	0.391504	0.22586769230769232	0.3218101774612831	7130.306145823094
5113	7529	2300.0	0.15491	0.17874230769230767	0.17949354835758977	790.4188191842748
5114	5115	1450.0	0.62	0.744	0.7444739284217414	201.17062684640737
5116	5117	1300.0	2.82	4.126829268292682	4.126829268292682	0.0
5112	26594	6300.0	2.661021	1.535204423076923	5.642518692124641	7920.724965007365
5119	5116	1300.0	0.95	1.3902439024390243	1.3902439024390243	0.0
11005	12979	8300.0	1.362054	0.7858003846153847	0.8005037091675451	3736.675460960708
