tailNode	headNode	capacity	length	fft	UE_travelTime	UE_flow
17252	10118	5880.0	0.3	1.2	1.4298310346361889	3666.6463573735896
5003	5006	1300.0	4.13	4.13	4.130400030973294	238.29488886960078
5007	5008	1650.0	1.23	2.30625	5.859295039631757	1645.8895730802021
5009	10122	1570.0	0.54	2.16	2.173268432619855	223.2756189852721
5011	5001	1300.0	1.47	1.47	1.4700108232747993	147.13685836339852
5012	8725	1570.0	2.17	2.604	2.6079784864900275	146.27390131846738
5014	5015	1570.0	1.55	1.8599999999999999	1.8600951927767853	52.10061817019394
5016	5014	1570.0	6.69	8.028	8.028000000000583	0.1065457622654573
5018	5019	5670.0	1.861166	1.0737496153846156	1.0819490191389156	2120.527999796786
5020	10146	860.0	0.29	0.54375	0.5438865093522407	87.9307803617453
5022	5023	8300.0	1.197082	0.6906242307692307	1.0767987156337657	7547.685339204905
5024	5025	770.0	0.55	1.03125	2.2276150577561364	713.2362206665753
5026	5027	5670.0	0.586561	0.3384005769230769	0.35172025045896393	2977.3080764666943
5028	5027	2070.0	0.500668	0.625835	0.6280150847308191	630.9329991558261
5029	5028	5240.0	0.26	0.26	0.2611647923201294	1968.1695366225235
5021	5024	1570.0	0.4	0.75	2.2933309954502854	1689.062528153861
5030	5031	910.0	0.48	0.7024390243902439	0.7049070679269273	173.85605140111068
5032	5033	8300.0	1.89709	1.094475	1.1310962874019732	4214.269424202867
5030	5034	770.0	0.5	0.9375	0.9375	0.0
5038	5025	3920.0	0.41	0.41	0.4255126838235385	2194.810399396458
5039	10145	910.0	0.64	0.9365853658536585	0.942885482148112	207.39399958566736
5042	10147	1570.0	12.46	14.952	14.952	0.0
5006	5043	1300.0	6.14	6.14	6.14059471917095	238.29488886960078
5043	7223	1300.0	3.73	3.73	3.7300274631394568	147.13685836339852
5044	16696	3870.0	0.229508	0.13240846153846153	0.13273212512420268	1143.3996861655428
5046	5047	1570.0	6.92	8.304	8.304060531064527	28.812332248571156
5039	10144	770.0	0.51	0.95625	0.9884342835346226	282.9511663713192
5049	5046	770.0	1.25	1.8292682926829267	1.8292710706769748	17.943270146632226
5050	16693	3870.0	0.181224	0.1045523076923077	0.10613715389140216	1667.990439045247
5053	10160	1570.0	4.46	5.352	5.352	0.0
5054	15950	1570.0	3.23	3.8760000000000003	3.88540252447396	168.34311316065532
5055	5056	1950.0	0.43	0.6292682926829268	0.6305260236754339	319.62695585491076
5057	5058	910.0	0.53	0.775609756097561	0.7756301091455876	45.97954559530143
5059	15938	1950.0	0.13	0.1902439024390244	0.19045670567463371	273.0093640373224
5061	5062	910.0	0.39	0.5707317073170731	0.6164609545819356	406.467638385476
5063	16684	8300.0	3.044577	1.7564867307692307	2.930017003405347	7830.903906657032
5065	5066	4000.0	0.593473	0.6847765384615385	1.0288418607975536	3621.5746269392075
5195	13980	1650.0	0.13	0.24375000000000002	0.3202378445614081	1086.2346900382192
5068	5171	4000.0	0.481766	0.5558838461538462	0.8008709454877202	3526.6987643920793
5070	5071	1570.0	8.52	10.224	10.224019307134117	19.11095394873224
5072	15952	910.0	1.09	1.5951219512195123	1.9814931050485616	548.927928996967
5062	15939	770.0	0.23	0.33658536585365856	0.3370707957512036	115.50701132214084
5074	5075	1450.0	2.35	2.82	2.9365484663642154	603.7430130703439
5074	17124	910.0	0.81	1.1853658536585365	1.2521500036929143	369.3918844410762
5077	10110	1570.0	0.92	1.104	1.1908568008549243	484.68321946145943
5079	10380	3920.0	0.72	0.864	0.9061402104480311	1704.9607993247862
5081	13954	1570.0	0.35	0.41999999999999993	0.41999999999999993	0.0
5083	5084	1570.0	9.97	11.964000000000002	11.964333677900964	43.322063475434604
5085	16681	8300.0	3.229111	1.862948653846154	3.7277728600699054	8514.28395210665
5056	5087	910.0	0.48	0.7024390243902439	0.7129053846549098	257.3964808645292
5088	15964	1450.0	2.8	3.3599999999999994	7.076489025521052	1434.9806323948928
5090	13977	1300.0	0.66	0.9658536585365853	1.757275472010203	1091.8695464193374
5081	13953	1570.0	0.33	0.396	0.3960875769655016	81.28969176204986
5092	13982	2490.0	0.23	0.43125	0.7968455345206377	2125.025072198154
5156	15628	2940.0	0.15	0.18	0.18632375134545143	1172.8653512372466
5096	34832	2950.0	0.17	0.20400000000000001	0.30496593597427807	2362.1777381682855
5094	7642	1570.0	1.61	1.932	2.0861364921718204	486.74446476023917
5068	5100	8300.0	0.703132	0.4056530769230769	0.444008306872184	5224.948237039274
5101	5066	8300.0	0.875246	0.5049496153846154	0.539136838708733	4876.007842814799
5093	34844	1950.0	0.08	0.11707317073170731	0.12644227900040392	870.718240904002
5104	10104	1450.0	0.88	1.056	1.5009804654721055	1112.900521647838
5106	10105	1450.0	0.69	0.828	0.8445113814162248	498.2979458300261
5059	15937	910.0	0.21	0.3073170731707317	0.3100982382039559	224.79605411545825
5108	5109	910.0	0.36	0.5268292682926828	0.5268292775769237	6.321292454087211
5133	5110	1000.0	1.119447	1.178365263157895	1.2027363303994465	322.1487058951871
5111	5112	8300.0	0.391504	0.22586769230769232	0.3260376913832559	7194.216389585466
5113	7529	2300.0	0.15491	0.17874230769230767	0.17898306395361885	627.7403098182644
5114	5115	1450.0	0.62	0.744	0.7447067299394499	223.49760718861359
5116	5117	1300.0	2.82	4.126829268292682	4.1268297727567225	15.281281895421472
5112	26594	6300.0	2.661021	1.535204423076923	5.400869199198841	7821.956699403732
5119	5116	1300.0	0.95	1.3902439024390243	1.390244072382584	15.281281895421472
11005	12979	8300.0	1.362054	0.7858003846153847	0.8033378825770846	3875.4945480509086
5119	10109	1450.0	0.72	0.864	0.864	0.0
16380	15926	910.0	1.28	1.873170731707317	1.9428076758226775	329.9497614806081
5123	15899	910.0	0.1	0.14634146341463414	0.146348684801996	54.58273657573661
