ID,LENGTH,DIR,A,B,ROADNAME,OTHERNAME,PROJECTNAM,YEAR,LEVEL_110,CLASS_110,LANES_110,ROW,S0,ALPHA,BETA,NMT_110,NTK_110,NBUS_110,COUNTY,MRTXFERPEN,ETAG
"7119",1.26,"2","7693","17220",台2丙,雙柑公路,,"104","3","24","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"7120",0.30,"2","7692","13488",台2丙,雙柑公路,,"104","3","24","2",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"7121",1.32,"2","7694","7060",北38,雙柑公路,,"104","5","56","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"7122",0.50,"2","7695","13399",北34,金水公路,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"7126",0.51,"2","7696","6001",景文街,景文街,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7129",0.18,"2","6001","7699",縣106,,,"104","4","41","1",,"60",0.8397,5.3445,"0","0","0","4","0",0.0000
"7131",0.18,"2","7699","16109",順安街,順安街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"7132",0.09,"2","7697","6143",台9,北新路三段,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"7133",0.10,"2","7698","7699",縣106,寶慶街,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"7134",0.05,"2","7699","16110",縣106,寶慶街,,"104","4","33","2",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"7135",0.12,"2","7696","6181",景中路,景中路,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7136",0.05,"2","7700","7696",景中路,景中路,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7137",0.06,"2","7700","16080",台9,羅斯福路,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7139",0.44,"-1","7702","10262",辛亥路,懷恩隧道,,"104","6","82","2",,"55",1.2312,2.9971,"0","0","0","1",,
"7141",0.23,"2","7703","16061",忠順街一段,忠順街一段,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7149",0.19,"2","7704","16058",忠順街二段,忠順街二段,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7153",0.24,"2","7707","7706",永安街22巷,永安街22巷,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7157",0.75,"2","7708","7707",興隆路四段109巷,興隆路四段109巷,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7163",0.22,"2","5930","7709",開元街,開元街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7164",0.10,"2","7710","7711",久康街169巷,久康街169巷,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7166",0.08,"2","7711","9942",久康街169巷,久康街169巷,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7169",0.51,"2","7713","7711",久康街,久康街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7177",0.68,"2","7715","7714",景華街,景華街,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"7183",0.36,"2","7716","7715",景華街,景華街,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"7187",0.55,"2","7718","7748",溪州街,溪州街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7190",0.34,"2","7719","16072",汀州路四段,汀州路四段,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7195",0.95,"2","6010","7718",溪州街,溪州街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7205",0.35,"2","6210","7720",羅斯福路四段113巷,羅斯福路四段113巷,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7207",0.10,"2","6204","15193",基隆路四段41巷,基隆路四段41巷,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7208",0.10,"2","6198","9922",芳蘭路,芳蘭路,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7209",0.09,"2","7721","7722",羅斯福路五段119巷,羅斯福路五段119巷,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7211",0.44,"2","7722","7738",羅斯福路五段119巷,羅斯福路五段119巷,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7219",0.25,"2","6198","7723",辛亥路三段157巷,辛亥路三段157巷,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7223",0.08,"2","7723","8913",臥龍街,臥龍街,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7226",0.05,"2","7724","7725",臥龍街,臥龍街,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7227",0.16,"2","7726","7725",和平東路三段,和平東路三段,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7230",0.23,"2","7727","7724",富陽街,富陽街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7232",0.30,"2","7724","7728",富陽街,富陽街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7233",0.19,"2","7725","7728",臥龍街,臥龍街,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7237",0.24,"2","7728","7729",臥龍街,臥龍街,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7248",0.01,"2","7732","7826",安和路,安和路,,"104","6","68","2",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"7262",0.01,"2","7733","7896",安和路,安和路,,"104","6","68","2",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"7273",0.01,"-1","7735","7890",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7276",0.01,"1","7735","7888",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7278",0.01,"-1","7737","7893",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7279",0.03,"-1","7734","7765",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7280",0.09,"2","7703","6150",辛亥路七段,辛亥路七段,,"104","6","63","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7281",0.05,"2","7704","6152",興隆路四段,興隆路四段,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7282",0.07,"2","7705","16059",保儀路,保儀路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7283",0.24,"2","7708","7704",興隆路四段,興隆路四段,,"104","6","69","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7284",0.13,"2","7707","16056",保儀路,保儀路,,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7285",0.13,"2","7706","5948",北98,木新路二段,,"104","5","46","2",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7286",0.02,"2","7709","6276",北98,木新路一段,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","1","0",0.0000
"7287",0.23,"2","7712","6275",木柵路三段,木柵路三段,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7288",0.29,"2","7710","5939",縣106,秀明路一段,,"104","4","33","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7289",0.19,"2","7713","9943",木柵路三段,木柵路三段,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7290",0.37,"2","7701","6148",辛亥路六段,辛亥路六段,,"104","6","66","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7291",0.45,"1","7702","10261",辛亥路,懷恩隧道,,"104","6","82","2",,"55",1.2312,2.9971,"0","0","0","1",,
"7292",0.19,"2","7716","6019",台9,羅斯福路,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7293",0.29,"2","7715","6178",景興路,景興路,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7294",0.33,"2","7714","6136",興隆路二段,興隆路二段,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7295",0.04,"1","7717","6007",,,,"104","6","66","1",,"32",1.5554,3.8290,"1","0","0","1",,
"7296",0.08,"2","7719","8248",汀州路四段,汀州路四段,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7297",1.14,"2","6110","6011",羅斯福路公車專用道,,,"104","8","85","1",,"39",1.3339,2.3725,"1","1","0","1","0",0.0000
"7298",0.03,"-1","7721","6206",台9,,,"104","3","17","3",,"41",1.5577,3.6819,"0","0","0","1",,
"7299",0.14,"2","7738","7720",基隆路四段41巷,基隆路四段41巷,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7301",0.11,"2","7726","6193",和平東路三段,和平東路三段,,"104","6","68","2",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7302",0.05,"2","7727","15327",和平東路三段,和平東路三段,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7303",0.13,"2","7730","8914",和平東路,和平東路,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7304",0.04,"2","7731","15218",和平東路,和平東路,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"39458",0.46,"2","27291","27413",市民大道,市民大道,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","0","0",0.0000
"7306",0.42,"-1","7733","8934",仁愛路,仁愛路,,"104","6","69","1",,"41",1.5577,3.6819,"1","1","0","1",,
"7307",0.33,"2","6727","7734",敦化南路,敦化南路,,"104","6","65","2",,"41",1.5577,3.6819,"1","1","0","1","0",0.0000
"7308",0.02,"2","7734","7914",敦化南路,敦化南路,,"104","6","65","2",,"41",1.5577,3.6819,"1","1","0","1","0",0.0000
"7309",0.17,"-1","7737","7733",仁愛路,仁愛路,,"104","6","69","1",,"41",1.5577,3.6819,"1","1","0","1",,
"7311",0.01,"-1","7735","7782",仁愛路,仁愛路,,"104","6","69","2",,"41",1.5577,3.6819,"1","1","0","1",,
"7312",0.17,"1","7739","6256",國3甲,,,"104","1","2","2",,"104",0.8850,4.8323,"1","0","0","1",,0.0538
"7313",0.33,"1","7740","6250",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","4",,
"7314",0.02,"1","7739","7741",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7315",0.34,"1","7741","7744",國3甲,,,"104","1","2","2",,"104",0.8850,4.8323,"1","0","0","1",,0.1104
"7316",0.09,"1","7741","7740",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7317",0.15,"1","7742","6254",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7318",0.23,"1","7743","5931",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7319",0.07,"1","7742","7744",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7320",0.11,"1","7744","6254",國3甲,,,"104","1","2","2",,"104",0.8850,4.8323,"1","0","0","1",,0.0354
"7321",0.02,"1","7744","7745",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7322",0.32,"1","7745","7739",國3甲,,,"104","1","2","2",,"104",0.8850,4.8323,"1","0","0","1",,0.1050
"7323",0.08,"1","7745","7743",國3,木柵交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7324",0.24,"1","7746","6253",國3甲,萬芳交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7325",0.13,"1","7746","7747",國3甲,萬芳交流道,,"104","1","4","1",,"48",1.0010,4.7645,"1","0","0","1",,
"7326",0.25,"1","7747","6253",信義快速道路,,,"104","2","8","2",,"74",1.1396,4.2634,"1","0","0","1",,
"7328",1.01,"2","7679","6267",政大一街,政大一街,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","1","0",0.0000
"7340",0.05,"1","7748","7749",溪州街,溪州街,,"104","6","66","1",,"32",1.5554,3.8290,"1","0","0","1",,
"7341",0.15,"1","6005","7748",羅斯福路六段142巷,羅斯福路六段142巷,,"104","6","66","1",,"32",1.5554,3.8290,"1","0","0","1",,
"7342",0.21,"1","7749","7717",,,,"104","6","66","1",,"32",1.5554,3.8290,"1","0","0","1",,
"7343",0.14,"1","6005","7749",羅斯福路六段142巷,羅斯福路六段142巷,,"104","6","66","1",,"32",1.5554,3.8290,"1","0","0","1",,
"7344",0.22,"1","7750","15108",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","1","0","1",,
"7345",0.33,"1","6224","15185",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"7346",0.03,"-1","7751","7736",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7347",0.03,"1","7750","7736",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7348",0.01,"2","7752","7908",敦化南路,敦化南路,,"104","6","65","2",,"41",1.5577,3.6819,"1","1","0","1","0",0.0000
"7349",0.01,"-1","7753","7911",仁愛路,仁愛路,,"104","6","65","1",,"41",1.5577,3.6819,"1","1","0","1",,
"7350",0.03,"-1","7754","7762",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7351",0.03,"-1","7755","7918",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7352",0.03,"-1","7752","7757",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7353",0.03,"-1","7756","7752",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7354",0.01,"1","7751","7909",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7355",0.03,"-1","7757","7915",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7356",0.01,"1","7757","7781",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"39430",0.06,"2","73001","27269",走路連線,,,"104","10","98","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"7358",0.01,"1","7758","7819",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","1","0","1",,
"39434",0.16,"2","83422","27269",走路連線,,,"104","10","98","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"7360",0.01,"1","7759","7823",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","1","0","1",,
"7361",0.11,"2","7760","15183",和平東路,和平東路,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7362",0.15,"1","7760","15216",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"7363",0.06,"1","7761","15184",敦化南路,敦化南路,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"7364",0.02,"2","7761","6227",和平東路,和平東路,,"104","6","68","3",,"32",1.5554,3.8290,"0","0","0","1","0",0.0000
"7365",0.02,"1","7762","7913",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","3",,"32",1.5554,3.8290,"0","1","0","1",,
"7366",0.15,"1","6725","13554",敦化北路,敦化北路,,"104","6","64","2",,"32",1.5554,3.8290,"0","0","0","1",,
"7367",0.03,"-1","7762","7919",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
"7368",0.03,"-1","7763","7754",仁愛敦南圓環,仁愛敦南圓環,,"104","6","64","4",,"32",1.5554,3.8290,"1","1","0","1",,
